name,hasAnnotation,hasSentence,Example.Construction,label,comment
Example_3346,,"[""China's response was mind-numbingly predictable: the West is to blame"", 'When the war started nearly two weeks ago', 'sanctions are counterproductive', 'and ""all sides"" should use restraint (as if this were a quarrel among equals and both sides were to blame).']",,['When the war started nearly two...'],
Example_5168,['death weighs heavy'],"[""Nelson Mandela's death weighs heavy on the heart of John Carlos""]",['Subject(T) Verb(S)'],"[""Nelson Mandela's death weighs heavy...""]",
Example_4467,['wildfire of revolution'],['The wildfire of revolution rapidly spread throughout the land.'],['Noun(S) of Noun(T)'],['The wildfire of revolution rapidly...'],
Example_5042,,['How books helped Canada Reads author David Chariandy feel less of an outsider while growing up'],,['How books helped Canada Reads author...'],
Example_980,,"['Almost as soon as he arrived in New York from north of Boston', 'Mr. Johnson found himself in trouble with the law again.']",,['Almost as soon as he arrived in...'],
Example_2956,"[""eroding America's moral authority""]",['Trump’s rhetoric is eroding America’s moral authority'],['Verb(S) Direct Object(T)'],['Trump’s rhetoric is eroding America’s...'],"[""eroding America's moral authority""]"
Example_55,['jockeying for dominant position'],['Academia is known for its competitiveness and people jockeying for dominant positions'],['Verb(S) preposition Noun(T)'],['Academia is known for its competitiveness...'],
Example_3998,['foundation of our infrastructure'],"['"" added Marc Giroux.', '...Today we are laying the foundation of our infrastructure which will support our future digital initiatives']",['Noun(S) of Noun(T)'],['...Today we are laying the foundation...'],
Example_2897,,['The folks at the “East Coast Kitchen Party” ate it up.'],,['The folks at the “East Coast Kitchen...'],
Example_275,['ticket to the middle class'],"['and the cost rises every year.', ""A college or university education is the ticket to the middle class in Canada. But it's an expensive ticket""]",['Noun(S) preposition Noun(T)'],['A college or university education...'],
Example_5059,['crime is rampaging'],['...a fraudulent vision of a hellscape in which crime is rampaging out of control'],['Subject(T) Verb(S)'],['...a fraudulent vision of a hellscape...'],
Example_2264,['gluttonous wealth'],['The gluttonous wealth of a tiny minority traps wealth that could be used for the social good.'],['Adjective(S) Noun(T)'],['The gluttonous wealth of a tiny...'],
Example_318,['path of addiction'],['A rough childhood led her down a path of addiction — crystal meth'],['Noun(S) of Noun(T)'],['A rough childhood led her down...'],
Example_3958,,['The United States Army is recruiting First Nations from Canada and offering big incentives for aboriginal people to serve Uncle Sam.'],,['The United States Army is recruiting...'],
Example_3711,,['The road out of poverty starts with care.'],['Noun(S) preposition Noun(T)'],['The road out of poverty starts...'],['road out of poverty']
Example_4813,['partnership is built'],"['And while no one knows for sure what the future may hold', 'there are quite a few clues that can tell you if your partnership is built to last.']",['Subject(T) Verb(S)'],['And while no one knows for sure...'],
Example_4650,['battling inner turmoil'],"[""battling inner turmoil didn't truly leave my side until recently."", 'In fact']",['Verb(S) Direct Object(T)'],"['In fact, battling inner turmoil...']",
Example_188,['remedy for fiscal reckoning'],"[""' says poll"", ""Albertans divided on remedy for coming 'fiscal reckoning""]",['Noun(S) preposition Noun(T)'],['Albertans divided on remedy for...'],
Example_4559,,"[""Joe Biden Scores Touchdown at Vice Presidential Debate with Fierce Attacks on Paul Ryan's Record and Romney Platform""]",,['Joe Biden Scores Touchdown at Vice...'],['Joe Biden scores touchdown']
Example_2605,['U.S. Police'],['Should the U.S. Police the World?'],['Subject(T) Verb(S)'],['Should the U.S. Police the Wor...'],
Example_2182,,"['During the show he talked about her and to her; he explained that she gave him a push from beyond', 'telling him to start touring again.']",,['During the show he talked about...'],
Example_4364,['secret pleasure'],"['I can have a stack of things I know I have to read on an airplane', 'but my secret pleasure reading will be The Scientific American-- that will be my treat.', 'like The Wall Street Journal or The Economist']",['Adjective(S) Noun(T)'],['I can have a stack of things I...'],
Example_2006,['heal the environment'],['There’s still a long way to go in helping heal the environment'],['Verb(S) Direct Object(T)'],['There’s still a long way to go...'],
Example_2795,['value gun rights'],"['But first', 'he must survive a primary challenge from a conservative firebrand in a state where GOP primary voters value gun rights above almost all else.']",['Verb(S) Direct Object(T)'],"['But first, he must survive a primary...']",
Example_3518,,['Has the composition of the new House changed the way the legislature operates?'],['Subject(T) Verb(S)'],['Has the composition of the new...'],['changed the way legislature operates']
Example_2,,['Online-reputation expert Rhea Drysdale believes Tiger Woods can take steps to rebuild his Web image.'],,['Online-reputation expert Rhea Drysdale...'],['take steps to rebuild']
Example_3307,,"[""that alone would be enough to deprive the prime minister of another majority government and (at the least) put Scheer in the driver's seat in a minority Parliament."", ""If Scheer is able to flip these 45 Trudeau-Ford ridings in October's election""]",,['If Scheer is able to flip these...'],
Example_4916,['spirits sank'],['My spirits sank.'],['Subject(T) Verb(S)'],['My spirits sank.'],
Example_465,,"['but his mind is game-day focused and can still defend ideas with an intellectual full-court press', ""Wooden's body may be not as willing""]",,"[""Wooden's body may be not as willing,...""]",
Example_852,['boost for low income seniors'],['This is an added boost for low-income seniors who need the support the most.'],['Adjective(S) Noun(T)'],['This is an added boost for low-income...'],
Example_4752,"[""trimming the city's extensive bylaws""]","[""But Krishna acknowledges there's work that can be done in trimming the city's extensive bylaws.""]",['Verb(S) Direct Object(T)'],"[""But Krishna acknowledges there's...""]",
Example_3037,,"['it can be easy to feel as though you’re financially trapped.', 'If you’re living paycheck-to-paycheck or stuck in a job you don’t love just to pay the bills']",,['If you’re living paycheck-to-paycheck...'],['financially trapped']
Example_68,['seized a golden opportunity'],['How Ottawa seized a golden opportunity to help defeat the Nazis in the Second World War'],['Verb(S) Direct Object(T)'],['How Ottawa seized a golden opportunity...'],
Example_4415,['Conservatives pushing'],"['...former Cabinet ministers Andrew Mitchell and David Davis', 'are among the Conservatives pushing for a reversal.']",['Subject(T) Verb(S)'],['...former Cabinet ministers Andrew...'],
Example_4376,['warm pleasure'],['She felt warm pleasure at being back in her own home.'],['Adjective(S) Noun(T)'],['She felt warm pleasure at being...'],
Example_1883,,['What Feeling Embarrassed About Money Steals From You'],,['What Feeling Embarrassed About...'],
Example_1284,,"['says there are currently 57 blazes in the southern half of the province', 'The agency', 'called SOPFEU', 'including 38 that are under control']",,"['The agency, called SOPFEU, says...']",
Example_335,['stream of shootings'],['The surge in violence has continued into this year as cities across the country reported a stream of shootings that put them on track to break 2020 totals.'],['Noun(S) of Noun(T)'],['The surge in violence has continued...'],
Example_3593,,"['Florida is at the center of presidential politics once again', 'with the eyes of the nation on America’s largest battleground state to see whether President Donald Trump keeps his reelection hopes alive or if Joe Biden delivers a knockout punch.']",,['Florida is at the center of presidential...'],
Example_4281,['build strength'],"['Seniors build strength', 'improve balance in fall prevention fitness class']",['Verb(S) Direct Object(T)'],"['Seniors build strength, improve...']",
Example_2293,,['Pediatric palliative care program offers Montreal families a glimmer of light in the darkness'],['Subject(T) Verb(S)'],['Pediatric palliative care program...'],['light in the darkness']
Example_1030,['slaves of the government'],"['The ""Free Money"" is to make the Forced-Unemployed 100% slaves of the government']",['Noun(S) of Noun(T)'],"['The ""Free Money"" is to make the...']",
Example_706,['Guided by bureaucrats'],['Guided by bureaucrats'],['Passive-Verb(S) by Noun(T)'],['Guided by bureaucrats'],
Example_719,['bureaucratic dictator'],['He jokingly referred to as a bureaucratic dictator.'],['Adjective(T) Noun(S)'],['He jokingly referred to as a bureaucratic...'],
Example_1778,['shaped my education'],"['"" he said.', 'I saw how zip codes shaped my education', '""Growing up in many different places in New Jersey']",['Verb(S) Direct Object(T)'],"['""Growing up in many different places...']",
Example_3218,['country is mismanaged'],['I cited some evidence that our country is mismanaged — from rising debt to a deteriorating economy.'],['Noun(T) copula Adjective(S)'],['I cited some evidence that our...'],
Example_5308,,"[""We're making progress on defining what kind of house we are looking for.""]",,"[""We're making progress on defining...""]",
